UID: 567248024,Company Name: ,Country: 
Uid,Date & Time(UTC),Coin,QTY,Type,Account Balance,Description
567248024,2026-06-10 05:09:23,BTC,0.000378481700000000,Airdrop,0.000672271700000000,Airdrop Bonus
567248024,2026-06-05 08:18:57,EUR,-17.000000000000000000,Transfer out,0.430000000000000000,Transfer to Unified Trading Account
567248024,2026-06-05 08:16:17,EUR,17.430000000000000000,Fiat,17.430000000000000000,Deposit
567248024,2026-06-05 07:26:43,BTC,0.000293790000000000,Fiat,0.000293790000000000,Buy Crypto with Card
